,Unnamed: 0,WAIC,WAIC_se,p_WAIC,WAIC_i,WAIC_scale
0,0,-494.3807747991922,20.688413532887584,5.295382259602572,-15.303611759810364,log
1,1,-494.3807747991922,20.688413532887584,5.295382259602572,-14.295595415526615,log
2,2,-494.3807747991922,20.688413532887584,5.295382259602572,-7.6951399860648175,log
3,3,-494.3807747991922,20.688413532887584,5.295382259602572,-15.317808764173513,log
4,4,-494.3807747991922,20.688413532887584,5.295382259602572,-7.783399636235878,log
5,5,-494.3807747991922,20.688413532887584,5.295382259602572,-14.883580316028272,log
6,6,-494.3807747991922,20.688413532887584,5.295382259602572,-14.714005181011252,log
7,7,-494.3807747991922,20.688413532887584,5.295382259602572,-12.751531389200013,log
8,8,-494.3807747991922,20.688413532887584,5.295382259602572,-8.282279567918991,log
9,9,-494.3807747991922,20.688413532887584,5.295382259602572,-8.218318996596341,log
10,10,-494.3807747991922,20.688413532887584,5.295382259602572,-8.938758334448506,log
11,11,-494.3807747991922,20.688413532887584,5.295382259602572,-9.435003910522012,log
12,12,-494.3807747991922,20.688413532887584,5.295382259602572,-7.677669203093392,log
13,13,-494.3807747991922,20.688413532887584,5.295382259602572,-8.18257974494954,log
14,14,-494.3807747991922,20.688413532887584,5.295382259602572,-9.741261424954253,log
15,15,-494.3807747991922,20.688413532887584,5.295382259602572,-15.1977068264395,log
16,16,-494.3807747991922,20.688413532887584,5.295382259602572,-10.895947365801714,log
17,17,-494.3807747991922,20.688413532887584,5.295382259602572,-15.313277764567525,log
18,18,-494.3807747991922,20.688413532887584,5.295382259602572,-15.255969380851212,log
19,19,-494.3807747991922,20.688413532887584,5.295382259602572,-8.61821014851048,log
20,20,-494.3807747991922,20.688413532887584,5.295382259602572,-15.25684106078136,log
21,21,-494.3807747991922,20.688413532887584,5.295382259602572,-9.448925494134846,log
22,22,-494.3807747991922,20.688413532887584,5.295382259602572,-14.948560696424858,log
23,23,-494.3807747991922,20.688413532887584,5.295382259602572,-14.16195288507792,log
24,24,-494.3807747991922,20.688413532887584,5.295382259602572,-15.317771937572882,log
25,25,-494.3807747991922,20.688413532887584,5.295382259602572,-7.724760679638416,log
26,26,-494.3807747991922,20.688413532887584,5.295382259602572,-15.305220727477113,log
27,27,-494.3807747991922,20.688413532887584,5.295382259602572,-15.252693268470445,log
28,28,-494.3807747991922,20.688413532887584,5.295382259602572,-7.697806203043657,log
29,29,-494.3807747991922,20.688413532887584,5.295382259602572,-7.67056204017184,log
30,30,-494.3807747991922,20.688413532887584,5.295382259602572,-15.27263248725234,log
31,31,-494.3807747991922,20.688413532887584,5.295382259602572,-8.189512129668676,log
32,32,-494.3807747991922,20.688413532887584,5.295382259602572,-7.670500350341502,log
33,33,-494.3807747991922,20.688413532887584,5.295382259602572,-9.38921774955267,log
34,34,-494.3807747991922,20.688413532887584,5.295382259602572,-7.777567506041429,log
35,35,-494.3807747991922,20.688413532887584,5.295382259602572,-10.171821304626429,log
36,36,-494.3807747991922,20.688413532887584,5.295382259602572,-8.215598117426206,log
37,37,-494.3807747991922,20.688413532887584,5.295382259602572,-15.317727235389697,log
38,38,-494.3807747991922,20.688413532887584,5.295382259602572,-7.670771148858398,log
39,39,-494.3807747991922,20.688413532887584,5.295382259602572,-10.375012022358572,log
40,40,-494.3807747991922,20.688413532887584,5.295382259602572,-11.626302664043562,log
41,41,-494.3807747991922,20.688413532887584,5.295382259602572,-10.176336816046904,log
42,42,-494.3807747991922,20.688413532887584,5.295382259602572,-9.482850606975413,log
43,43,-494.3807747991922,20.688413532887584,5.295382259602572,-11.758174551112807,log
